采集时间,输入,BV号,标题,UP主,UP主mid,上传时间,总播放量,点赞数,投币数,收藏数,转发数,评论数,弹幕数,在线人数
2026-03-29 00:59:34,https://www.bilibili.com/video/BV1XA6nBGEPV/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1XA6nBGEPV,【4K精剪】希区考克 作品152 | 杨博文直拍 | 260131,underthepoplar,3691008405539791,2026-02-01 00:23:17,1884813,20733,20436,17572,3477,3797,6530,3
2026-03-29 00:59:34,https://www.bilibili.com/video/BV1bi62B1EhS/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1bi62B1EhS,【杨博文丨四机位4K直拍】谁懂啊！群舞里的绝对焦点，《Manta》的亮眼表现！,houRlyRambo丨杨博文,1900931767,2026-01-10 19:15:19,945687,14230,10110,13611,733,2208,1806,3
2026-03-29 00:59:34,https://www.bilibili.com/video/BV1e364BwE63/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1e364BwE63,【杨博文】Why Why Why竖屏4k focus,meetsummer丨杨博文,3546622113876662,2026-02-01 19:33:16,26934,508,188,236,13,12,11,1
2026-03-29 00:59:34,https://www.bilibili.com/video/BV1KNAwzzEkh/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1KNAwzzEkh,网页版防吞,喜欢吃鸡蛋果,3691007835114399,2026-03-21 17:57:48,244,2,0,1,0,0,0,1
2026-03-29 00:59:34,https://www.bilibili.com/video/BV1uZvUBrEDt/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1uZvUBrEDt,【杨博文｜4K舞台直拍】来听四代ace博文开口定调新歌适合不适合，不愧是四代概念中心,关键时刻来瓶尖叫,2142251174,2026-01-01 20:00:00,3358,482,118,181,3,12,4,1
2026-03-29 00:59:34,https://www.bilibili.com/video/BV18iFizeEFc/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV18iFizeEFc,【杨博文｜4K直拍】《极恶都市》的键盘手怎么还是高音担当,关键时刻来瓶尖叫,2142251174,2026-02-06 12:00:00,6262,909,105,492,7,7,5,1
2026-03-29 00:59:34,https://www.bilibili.com/video/BV1byQoBgEks/?autoplay=1&muted=0&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1byQoBgEks,自测年糕,一个热年糕,473313939,2026-03-23 19:30:06,183,0,0,2,0,0,0,1
2026-03-29 01:59:38,https://www.bilibili.com/video/BV1XA6nBGEPV/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1XA6nBGEPV,【4K精剪】希区考克 作品152 | 杨博文直拍 | 260131,underthepoplar,3691008405539791,2026-02-01 00:23:17,1884832,20734,20436,17574,3478,3797,6530,2
2026-03-29 01:59:38,https://www.bilibili.com/video/BV1bi62B1EhS/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1bi62B1EhS,【杨博文丨四机位4K直拍】谁懂啊！群舞里的绝对焦点，《Manta》的亮眼表现！,houRlyRambo丨杨博文,1900931767,2026-01-10 19:15:19,945699,14231,10110,13612,733,2208,1806,2
2026-03-29 01:59:38,https://www.bilibili.com/video/BV1e364BwE63/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1e364BwE63,【杨博文】Why Why Why竖屏4k focus,meetsummer丨杨博文,3546622113876662,2026-02-01 19:33:16,26934,508,188,236,13,12,11,1
2026-03-29 01:59:38,https://www.bilibili.com/video/BV1KNAwzzEkh/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1KNAwzzEkh,网页版防吞,喜欢吃鸡蛋果,3691007835114399,2026-03-21 17:57:48,244,2,0,1,0,0,0,1
